binomial,extinction.rate.hackett,extinction.rate.ericson,rab.ex.rate.lumped,rab.ex.rate.split,English_name,TipLabel,Female_plumage_score,Male_plumage_score,Body_size_ppca,Tropical_life_history_ppca,Sexual_selection_ppca,Cooperative_breeding_ppca,Migration_ppca,SDi,range.size.m2,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,se.bioclim1,se.bioclim2,se.bioclim3,se.bioclim4,se.bioclim5,se.bioclim6,se.bioclim7,se.bioclim8,se.bioclim9,se.bioclim10,se.bioclim11,se.bioclim12,se.bioclim13,se.bioclim14,se.bioclim15,se.bioclim16,se.bioclim17,se.bioclim18,se.bioclim19,cclgmbi1,cclgmbi10,cclgmbi11,cclgmbi12,cclgmbi13,cclgmbi14,cclgmbi15,cclgmbi16,cclgmbi17,cclgmbi18,cclgmbi19,cclgmbi2,cclgmbi3,cclgmbi4,cclgmbi5,cclgmbi6,cclgmbi7,cclgmbi8,cclgmbi9,se.cclgmbi1,se.cclgmbi10,se.cclgmbi11,se.cclgmbi12,se.cclgmbi13,se.cclgmbi14,se.cclgmbi15,se.cclgmbi16,se.cclgmbi17,se.cclgmbi18,se.cclgmbi19,se.cclgmbi2,se.cclgmbi3,se.cclgmbi4,se.cclgmbi5,se.cclgmbi6,se.cclgmbi7,se.cclgmbi8,se.cclgmbi9,NPP,NPP.se,Pop_Density,pop.density.se,X2010.IUCN.Red.List.category,BLFamilyLatin,BLFamilyEnglish,IOCOrder,PassNonPass,OscSubOsc,PCA,Segment.classification,Colour.discriminability
Hirundo rustica,0.004491755,0.002521309,0.004565495,0.004944607,Barn Swallow,Hirundo_rustica,50.13888889,50.27777778,0.337542121,-1.522577305,0.657145634,2.244888527,0.96706985,1.002770083,9.46E+13,108.845,114.171,42.448,7559.957,275.365,-56.564,331.929,173.34,52.416,202.53,8.882,898.775,146.759,25.267,59.817,389.765,89.805,255.594,169.381,3.717988759,0.806373361,0.697275763,167.0450489,2.067881503,5.81433921,4.658227242,2.420890975,5.639609041,2.071706318,5.738708291,24.71024987,3.978867214,1.159161493,0.961946387,10.60181674,3.82672586,6.050140607,8.064639251,25.488,129.952,-84.712,794.834,135.449,19.91,63.595,350.968,74.004,244.88,140.88,120.122,41.583,8436.463,201.412,-156.426,357.838,96.127,-39.558,5.127067454,3.397158869,7.206313344,24.2902776,3.946663344,1.019682133,0.945713143,10.36711387,3.54823533,7.088527126,7.343214446,0.848757625,0.683634747,191.8137304,3.682444657,7.205230452,5.196975304,3.734046059,7.328685986,10904.76,566.5411894,54.88028234,7.737631102,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,-0.35,-0.38,49
Hirundo semirufa,0.002813173,0.002521309,0.004141182,0.003611307,Rufous-chested Swallow,Hirundo_semirufa,50.97222222,50.13888889,0.777110673,0.559359424,-0.626752535,-0.445276143,0.96706985,0.983651226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo smithii,0.003333882,0.002521309,0.003940341,0.003507682,Wire-tailed Swallow,Hirundo_smithii,50.83333333,47.08333333,0.11561624,0.522844309,-0.453996673,-0.445276143,0.96706985,0.926229508,1.51E+13,236.329,127.823,58.171,2831.842,347.163,117.655,229.508,242.091,220.522,270.062,197.626,1007.116,231.494,4.511,98.76,590.3,22.379,239.088,136.164,1.347380493,0.645115373,0.399290862,66.07971639,1.519781618,1.96818539,2.109328614,1.609530151,1.465061747,1.364949539,1.864493084,16.09364172,4.427412783,0.244474225,0.889663926,10.52733569,1.010636802,5.342709313,8.313973855,200.122,232.787,160.192,899.528,205.871,3.282,98.597,518.33,17.811,258.704,103.865,136.366,59.04,2851.989,311.032,71.565,239.467,210.304,181.382,1.427956644,1.418901305,1.936649102,15.43557495,3.843649307,0.180552139,0.785809193,9.639512607,0.813366365,5.972098487,6.270380407,0.642702973,0.379713817,65.24356383,1.57355809,1.987707412,2.012339042,1.792164456,1.487510929,8523.316,454.1834083,132.9951923,10.14282561,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo spilodera,0.00330684,0.002521309,0.003727794,0.00428794,South African Swallow,Hirundo_spilodera,40.97222222,40,0.34023086,-0.232302934,-0.690318035,-0.445276143,2.473771992,0.976271186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo striolata,0.002813173,0.004742516,0.003253768,0.003600843,Striated Swallow,Hirundo_striolata,52.5,49.58333333,NA,NA,NA,NA,NA,0.944444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo tahitica,0.003333882,0.002521309,0.003686935,0.003805762,Pacific Swallow,Hirundo_tahitica,49.30555556,48.88888889,NA,NA,NA,NA,NA,0.991549296,1208547316,238.8160804,63.28743719,68.01708543,1016.376884,285.3889447,193.0944724,92.29447236,247.7567839,224.6170854,250.3919598,224.6170854,2037.116583,334.8040201,71.73366834,53.83819095,913.2030151,229.1708543,766.6251256,229.1708543,0.448927828,0.029518667,0.021347334,0.950240553,0.449593024,0.432937969,0.032841305,0.434727896,0.463226771,0.439844779,0.463226771,7.100395609,0.628935671,0.483973062,0.146092718,1.972611316,1.503512281,3.582179267,1.503512281,215.798995,227.4683417,201.5738693,1983.59598,320.0281407,70.60201005,51.05226131,859.1969849,229.3628141,687.1427136,229.3628141,63.35477387,68.02713568,1036.784925,262.3798995,169.9497487,92.43015075,225.0743719,201.5738693,0.447145537,0.43919216,0.463390676,6.969498502,0.642220962,0.469304272,0.14592075,1.833805269,1.490745755,3.573054808,1.490745755,0.030295766,0.029934888,1.096181406,0.445580978,0.434546848,0.033559655,0.431100036,0.463390676,12450.967,321.3169165,172.0382441,7.176909325,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,-0.46,-0.3,7
Hodgsonius phaenicuroides,0.003042404,0.002588065,0.010595619,0.008222185,White-bellied Redstart,Hodgsonius_phaenicuroides,45.69444444,67.22222222,NA,NA,NA,NA,NA,1.47112462,1.68E+12,66.042,125.862,41.488,6191.848,200.078,-104.226,304.304,136.498,-10.072,140.072,-17.954,899.782,204.175,5.076,95.652,536.627,23.918,493.03,29.537,2.752749874,0.651016727,0.195704257,53.53745713,2.215148934,3.443144808,1.785217237,2.317507894,3.142551264,2.317926142,3.166474134,21.92426194,5.246097208,0.151450194,0.53074154,13.6571299,0.764489189,11.85948179,1.323757139,20.611,98.313,-66.357,822.368,187.289,5.039,96.28,486.72,22.727,462.975,27.627,127.822,40.919,6455.711,158.753,-154.613,313.366,92.059,-60.609,2.93133526,2.370632601,3.401714452,22.7243263,5.251962165,0.181753992,0.593911046,13.75746239,0.877702018,13.1649563,1.374045805,0.575831484,0.171405422,56.17263145,2.309921152,3.634818721,1.84633556,2.467359597,3.36394653,8725.044,473.8236009,84.37176396,18.83364624,LC,Muscicapidae,Chats and Old World flycatchers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Horizorhinus dohrni,0.003781401,0.002521309,0.00290389,0.004015046,Principe Thrush-babbler,Horizorhinus_dohrni,49.02777778,45.55555556,-0.398353518,1.096487235,-0.626752535,2.244888527,-0.539632293,0.92917847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylacola cauta,0.001392305,0.001332413,0.01344125,0.014126901,Shy Heathwren,Hylacola_cauta,38.88888889,45.69444444,-0.859572615,-0.718642386,-0.289682523,-0.445276143,-0.539632293,1.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Acanthizidae,Thornbills and gerygones,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylacola pyrrhopygia,0.001392305,0.001332413,0.013453866,0.013835043,Chestnut-rumped Heathwren,Hylacola_pyrrhopygia,39.58333333,40.83333333,-0.810078284,-0.406275363,-0.371600805,-0.445276143,-0.539632293,1.031578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Acanthizidae,Thornbills and gerygones,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylexetastes perrotii,0.018529367,0.024694837,0.02400637,0.022797172,Red-billed Woodcreeper,Hylexetastes_perrotii,42.36111111,44.30555556,NA,NA,NA,NA,NA,1.045901639,2.93E+12,256.376,108.195,75.872,574.891,329.758,185.901,143.857,253.957,256.166,263.062,248.94,2110.76,341.115,37.234,60.844,936.399,142.079,321.004,553.531,0.382833104,0.626489796,0.179727343,6.812212075,0.416092019,0.97193099,1.106850337,0.336229388,0.548982537,0.385781004,0.449767374,10.54300989,1.542618374,0.942189453,0.384168256,3.911049489,3.015759202,4.073563293,11.90101219,219.253,224.543,211.518,2162.104,336.032,43.661,57.151,902.395,174.597,612.618,367.016,110.415,76.473,565.45,290.236,144.724,145.512,220.081,215.517,0.406359593,0.382636331,0.483602675,13.43517827,1.897045534,1.171347999,0.474161394,4.470502026,4.08937129,6.513882309,9.572633444,0.638217907,0.174676223,7.884096173,0.480325949,0.950047585,1.094775954,0.368641201,0.544501784,9003.764,178.4364843,2.205030571,1.35000525,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylia prasina,0.002813173,0.002825539,0.005424192,0.007045088,Green Hylia,Hylia_prasina,44.44444444,46.52777778,-0.792095448,2.051095264,0.166756872,-0.445276143,-0.539632293,1.046875,4.21E+12,246.755,106.82,76.072,838.949,319.198,177.369,141.829,242.976,243.162,257.096,235.729,1706.996,271.501,28.848,56.31,704.89,122.7,391.789,397.995,0.537825465,0.540297623,0.251587186,12.94484072,0.781220264,0.804199961,1.04768096,0.500405665,0.629510953,0.638130076,0.520336727,13.14887063,3.127533447,0.917058282,0.680778495,7.696904328,3.176368574,4.731675521,11.04861008,211.542,222.518,200.268,1594.316,260.529,23.066,58.648,667.129,110.583,428.416,365.136,113.776,74.45,875.324,287.1,133.063,154.037,209.184,205.429,0.54448756,0.639536303,0.540744469,14.87437983,3.367245685,0.713121439,0.647336961,8.56362026,2.777270304,4.366465042,10.27740583,0.580712537,0.231198947,13.18548725,0.778828976,0.787401443,1.098303192,0.548277989,0.579885529,9542.11,246.4614413,64.18639104,7.987195168,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hyliota flavigaster,0.009607935,0.002521309,0.020567293,0.017162892,Yellow-bellied Hyliota,Hyliota_flavigaster,45.69444444,50.55555556,-0.609671398,0.981428059,-0.329189914,-0.445276143,-0.539632293,1.106382979,4.82E+12,238.704,127.076,65.988,1465.997,332.981,139.024,193.957,236.595,226.757,256.324,219.777,1293.815,258.698,4.982,85.983,684.729,25.469,253.282,250.99,0.862250462,0.570381942,0.230458167,20.61596476,1.023047049,1.276910304,1.180924101,0.640014526,1.146321073,0.977295314,1.003867033,11.5158049,3.150808847,0.304079168,0.672198305,7.534145267,1.261508003,3.69538609,11.98524443,203.498,220.168,184.448,1158.547,232.698,3.476,87.226,613.398,20.215,272.549,154.061,134.61,66.748,1449.044,298.077,95.433,202.644,203.231,189.993,0.909052459,1.071055992,1.014440923,12.33024829,3.05643724,0.196809954,0.619243398,7.915882692,0.882398664,4.503300936,7.583276558,0.584239022,0.214201724,20.76490817,1.145461983,1.18777031,1.150966545,0.753155284,1.099688258,7121.803,238.3156702,49.30118176,4.085569219,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylocichla mustelina,0.002785987,0.002588065,0.007643841,0.006656702,Wood Thrush,Hylocichla_mustelina,46.94444444,48.47222222,0.781169586,-1.022440145,0.173647354,-0.445276143,2.473771992,1.032544379,5.24E+12,134.543,118.915,38.225,7699.165,300.819,-38.117,338.936,187.358,72.099,229.217,30.483,1179.414,154.041,52.017,32.19,415.505,177.047,330.605,226.514,2.289360461,0.45500638,0.439829313,98.57697156,1.166355273,3.685710756,2.963930294,2.171544944,3.985463727,1.270012931,3.547606972,13.93043329,2.696374558,0.783722484,0.654977019,6.900331046,2.506079253,3.347144507,4.440440442,-15.754,101.506,-143.219,1041.316,159.234,39.329,45.046,414.901,139.111,266.378,186.389,118.814,33.336,9732.578,169.474,-213.374,382.848,13.822,-72.594,4.843018719,3.985232495,5.71294677,13.55312227,2.375544665,0.809579012,0.669365322,6.320538617,2.707287588,3.873744573,4.541672871,0.838729319,0.445757562,117.6704065,4.44676861,5.568937168,3.212021478,4.764094133,6.832182366,8846.97,343.6146317,72.40603755,14.73011704,LC,Turdidae,Thrushes,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylocitrea bonensis,0.007218982,0.004911379,0.005274137,0.006093695,Olive-flanked Whistler,Hylocitrea_bonensis,45.83333333,47.5,NA,NA,NA,NA,NA,1.036363636,29444564168,192.838,80.857,79.552,509.627,247.215,145.966,101.249,193.884,190.826,197.33,185.12,2235.002,294.735,86.534,34.104,787.024,316.301,508.243,437.602,0.749802614,0.048794794,0.053779068,2.663389103,0.739170581,0.740731751,0.054515786,0.735660071,0.785168908,0.748273354,0.769804,9.91882115,2.142567472,0.570845608,0.319338631,5.739518926,1.384926142,2.826920485,1.904601035,157.844,163.079,148.426,1714.9,261.919,46.904,43.592,643.602,195.681,482.67,210.422,89.774,75.496,661.413,218.235,100.015,118.22,159.678,149.213,0.762491349,0.760120084,0.783422156,5.889106008,1.68839602,0.560100434,0.33133566,3.949503535,1.369837835,3.221512571,2.099106039,0.30347491,0.107244979,2.846227581,0.797608898,0.778542808,0.377754283,0.798959732,0.784408649,9458.336,45.08669162,55.23741498,1.592096959,LC,Pachycephalidae,Whistlers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylocryptus erythrocephalus,0.018529367,0.024854915,0.023975877,0.026378647,Henna-hooded Foliage-gleaner,Hylocryptus_erythrocephalus,45.69444444,44.30555556,NA,NA,NA,NA,NA,0.969604863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hyloctistes subulatus,0.018529367,0.024854915,0.024782145,0.023404335,Striped Woodhaunter,Hyloctistes_subulatus,42.63888889,41.52777778,NA,NA,NA,NA,NA,0.973941368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylopezus berlepschi,0.001558822,0.001487346,0.005821113,0.006456602,Amazonian Antpitta,Hylopezus_berlepschi,42.22222222,42.91666667,NA,NA,NA,NA,NA,1.016447369,1.42E+12,251.498,114.54,73.684,709.025,326.403,170.754,155.649,252.84,243.836,258.594,241.17,2000.629,310.338,35.127,59.191,864.625,132.848,462.031,347.743,0.382664904,0.370898862,0.157692774,9.790353385,0.395465528,0.721263964,0.722158786,0.366642642,0.499664656,0.379451113,0.458123321,13.32576247,2.006258914,0.961940851,0.321857284,5.453242176,2.943930642,6.668628393,10.40020198,215.596,221.625,205.037,1992.078,294.139,40.245,54.103,816.592,152.92,634.714,263.479,114.923,74.781,716.838,287.289,133.528,153.761,218.325,206.113,0.438767936,0.415797141,0.529433594,16.51250183,2.275454982,1.096970519,0.331554399,6.30632645,3.404375916,6.635038805,8.228820514,0.369171178,0.15469638,11.66859554,0.442315636,0.74742348,0.684874391,0.420037864,0.545528948,12380.446,195.9162422,2.338129998,0.484029018,LC,Formicariidae,Antthrushes and antpittas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylopezus fulviventris,0.001558822,0.001487346,0.005821113,0.00644777,White-lored Antpitta,Hylopezus_fulviventris,46.38888889,45.83333333,NA,NA,NA,NA,NA,0.988023952,2.52E+11,255.756,97.34,85.736,465.637,312.759,199.901,112.858,252.901,255.834,260.411,248.755,2828.321,296.299,174.226,16.131,846.075,563.949,666.847,731.849,0.255459828,0.065990566,0.047860157,2.150069308,0.248408183,0.243311322,0.077225642,0.302083521,0.224973459,0.253255241,0.260478068,14.45271729,1.76983839,1.060461929,0.13544809,4.977997171,3.118469376,3.672921445,5.896161711,222.371,227.28,214.394,2927.874,336.455,160.515,21.005,855.761,548.529,755.058,754.781,101.001,83.145,515.12,281.92,160.967,120.953,221.152,222.348,0.291235604,0.31331097,0.260181587,24.35800296,2.681947579,1.335982269,0.113118393,7.543395303,4.071504674,6.501174502,7.561428982,0.145925643,0.076771537,3.911812608,0.382114658,0.223539439,0.255123262,0.314903255,0.281894236,14596.264,88.01567957,4.453664609,0.516528565,LC,Formicariidae,Antthrushes and antpittas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylopezus ochroleucus,0.001558822,0.006774314,0.008714273,0.008033943,White-browed Antpitta,Hylopezus_ochroleucus,44.02777778,48.75,NA,NA,NA,NA,NA,1.10725552,5.46E+11,238.717,111.879,72.357,1252.76,314.803,161.282,153.521,243.578,228.505,251.676,220.57,728.34,153.297,7.412,80.711,391.276,30.605,188.582,89.631,0.578687991,0.405688232,0.110958834,9.359367188,0.682430878,0.66161485,0.494181925,0.496794445,0.729652224,0.567431937,0.678459584,6.072818252,1.781541659,0.316158524,0.733356182,4.486708189,1.141597223,2.642406022,4.082772326,203.603,215.367,186.572,797.943,197.69,5.876,92.324,471.479,26.33,214.501,96.755,109.836,71.879,1177.445,278.437,126.513,151.924,207.993,193.432,0.556662613,0.526428949,0.682202475,6.263056732,2.308810626,0.239122989,0.701918595,5.043570478,0.970229068,3.351371613,5.84132554,0.369154953,0.104313183,10.59807795,0.631857005,0.682091695,0.510976831,0.509863621,0.688166367,5602.771,225.1359801,23.83823601,7.331270602,NT,Formicariidae,Antthrushes and antpittas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylophilus decurtatus,0.0126503,0.008737616,0.004464821,0.007372847,Lesser Greenlet,Hylophilus_decurtatus,45.27777778,47.08333333,NA,NA,NA,NA,NA,1.0398773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Vireonidae,Vireos and allies,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hylophilus ochraceiceps,0.009343265,0.007834866,0.003300631,0.004617276,Tawny-crowned Greenlet,Hylophilus_ochraceiceps,39.30555556,40.13888889,NA,NA,NA,NA,NA,1.021201413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Vireonidae,Vireos and allies,PASSERIFORMES,PASSERIFORMES,Passeri,-0.69,-0.66,52
Hylophylax naevioides,0.006855739,0.006343762,0.022115017,0.022453959,Spotted Antbird,Hylophylax_naevioides,40,55.13888889,-0.582857776,1.206413341,-0.478853788,-0.445276143,-0.539632293,1.378472222,3.73E+11,251.9429429,89.4034034,80.83883884,558.3803804,309.3803804,198.6016016,110.7787788,251.6366366,252.2942943,258.5365365,244.2922923,3078.33033,420.9009009,96.97997998,48.004004,1140.617618,345.965966,681.7887888,800.8738739,0.694054695,0.340850014,0.244097695,10.07368701,0.742187902,0.772162515,0.509320935,0.692858063,0.729115383,0.70545334,0.714931472,46.65720555,4.660378002,3.499662271,0.615447441,12.97018785,11.26207611,13.01618873,16.20820918,220.213,231.388,209.257,2626.128,393.874,81.353,55.238,1052.87,298.751,558.823,646.853,100.865,75.007,859.684,291.851,156.844,135.007,219.905,221.433,0.726263788,0.758947599,0.736769829,47.43516211,5.571033525,3.104182717,0.671270407,14.86593344,10.51106729,12.20008294,14.1782936,0.52695584,0.182379311,12.9679244,0.927470215,0.853693421,0.905380951,0.730869445,0.809327203,10844.547,232.4818492,35.26361314,4.002331663,LC,Thamnophilidae,Antbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylophylax naevius,0.006855739,0.00657445,NA,NA,Spot-backed Antbird,Hylophylax_naevius,47.22222222,50.55555556,NA,NA,NA,NA,NA,1.070588235,5.85E+12,256.491,103.792,79.288,517.697,323.735,191.868,131.867,254.159,255.932,262.289,249.465,2348.043,339.832,69.307,49.398,943.086,244.757,422.515,607.455,0.533654107,0.483278692,0.205288088,6.237978965,0.567373499,0.887015994,0.893901768,0.507299785,0.636179299,0.531228466,0.567061137,15.54527944,2.03153659,1.751770376,0.566761691,5.498524017,5.433029335,5.9664462,11.59439364,221.026,226.445,213.395,2339.992,346.432,67.872,49.731,924.273,247.778,609.775,509.869,106.367,78.657,553.041,288.651,152.712,135.939,220.606,218.226,0.561264948,0.557562419,0.600297703,18.00459356,3.044516457,1.618644997,0.591468066,7.343353683,5.27628353,7.402852869,12.28879458,0.467937257,0.182692988,7.186205178,0.640435287,0.860869416,0.847334205,0.54361225,0.648408326,10356.712,152.6228734,2.848338884,0.937211146,LC,Thamnophilidae,Antbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylophylax punctulatus,0.009103602,0.006343762,0.021584422,0.021321828,Dot-backed Antbird,Hylophylax_punctulatus,46.80555556,52.22222222,NA,NA,NA,NA,NA,1.115727003,3.13E+12,259.161,103.425,79.695,456.13,325.001,194.209,130.792,256.648,257.731,264.201,252.942,2357.805,325.042,73.559,46.282,912.997,258.979,446.436,610.931,0.281674314,0.404440288,0.212666881,4.055899089,0.35986456,0.643976727,0.824332615,0.272316456,0.351485677,0.282479014,0.306657259,13.0310694,1.476867419,1.758444952,0.576826842,4.073505669,5.442763842,5.112823375,10.33085402,224.591,229.172,218.148,2313.392,323.819,71.543,46.182,872.308,258.297,611.248,498.325,106.233,79.082,480.114,290.766,155.792,134.974,223.941,221.592,0.293898103,0.295800463,0.323330541,15.41786545,2.328922093,1.684131363,0.604751685,5.815875819,5.457005745,6.060195084,10.92995184,0.400763424,0.182341779,4.838225028,0.37223891,0.642748677,0.767106105,0.294340203,0.361992506,10102.898,137.2614871,1.622283842,0.250205848,LC,Thamnophilidae,Antbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hylorchilus sumichrasti,0.002785987,0.002588065,0.007070095,0.006497633,Sumichrast's Wren,Hylorchilus_sumichrasti,41.66666667,42.91666667,NA,NA,NA,NA,NA,1.03,6551837541,242.119,108.007,59.557,2211.249,333.486,153.684,179.802,256.188,227.154,266.577,210.382,2976.001,608.922,54.542,83.441,1619.194,176.317,681.031,211.457,0.487701437,0.223716338,0.083879597,5.151863808,0.552833998,0.496810794,0.191503184,0.531478245,0.511775535,0.528565467,0.423392651,16.84853644,3.409428415,0.425451813,0.170480446,8.297551309,1.363228118,3.171658787,2.083520869,190.765,226.703,140.111,2655.964,595.726,37.076,91.938,1568.305,121.971,992.375,155.667,126.983,52.719,3461.442,311.005,72.071,238.934,215.681,165.318,0.468633537,0.558195641,0.369449824,16.71581416,3.693750766,0.270165159,0.1563797,9.056383498,0.92907553,8.011180649,1.530628281,0.20961548,0.089766904,9.666726552,0.616180699,0.443520766,0.212081641,0.534573669,0.562799804,13437.403,360.4512466,86.03179007,6.988428766,NT,Troglodytidae,Wrens,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
